Ticker,Name,Date,Price,MA20
005830,DB손해보험,2024-10-25,113600,112540.0
077970,STX엔진,2024-10-25,19760,19707.0
088980,맥쿼리인프라,2024-10-25,11770,11758.0
009900,명신산업,2024-10-25,12940,12583.0
029780,삼성카드,2024-10-25,41000,40725.0
000810,삼성화재,2024-10-25,356500,346750.0
004430,송원산업,2024-10-25,13440,12848.5
055550,신한지주,2024-10-25,58000,56300.0
003300,한일홀딩스,2024-10-25,13980,13405.5
179900,유티아이,2024-10-25,23750,23055.0
228760,지노믹트리,2024-10-25,17270,16435.5
